profile_bits,case,state_bit,state_region,x,y,z,cell_bit,prefix_distance,full32_distance,extended64_distance,first_changed_byte,changed_prefix_bit,first_controller_stage,first_non_single_stage,single_bit_until_first_output
128,4,3840,cube,0,4,7,0,0,0,51,52,,70,70,0
128,4,3841,cube,0,4,7,1,0,0,46,52,,70,70,0
128,4,3842,cube,0,4,7,2,0,0,45,52,,70,70,0
128,4,3843,cube,0,4,7,3,0,0,47,52,,70,70,0
128,4,3844,cube,0,4,7,4,0,0,46,52,,70,70,0
128,4,3845,cube,0,4,7,5,0,0,56,52,,70,70,0
128,4,3846,cube,0,4,7,6,0,0,45,52,,70,70,0
128,4,3847,cube,0,4,7,7,0,0,51,52,,70,70,0
128,4,3856,cube,2,4,7,0,0,0,100,40,,58,58,0
128,4,3857,cube,2,4,7,1,0,0,87,40,,58,58,0
128,4,3858,cube,2,4,7,2,0,0,87,40,,58,58,0
128,4,3859,cube,2,4,7,3,0,0,95,40,,58,58,0
128,4,3860,cube,2,4,7,4,0,0,95,40,,58,58,0
128,4,3861,cube,2,4,7,5,0,0,91,40,,58,58,0
128,4,3862,cube,2,4,7,6,0,0,99,40,,58,58,0
128,4,3863,cube,2,4,7,7,0,0,100,40,,58,58,0
128,4,3864,cube,3,4,7,0,0,31,166,23,,42,42,1
128,4,3865,cube,3,4,7,1,0,32,170,23,,42,42,1
128,4,3866,cube,3,4,7,2,0,30,155,23,,42,42,1
128,4,3867,cube,3,4,7,3,0,38,167,23,,42,42,1
128,4,3868,cube,3,4,7,4,0,40,155,23,,42,42,1
128,4,3869,cube,3,4,7,5,0,37,164,23,,42,42,1
128,4,3870,cube,3,4,7,6,0,35,164,23,,42,42,1
128,4,3871,cube,3,4,7,7,0,33,167,23,,42,42,1
128,4,4048,cube,2,7,7,0,0,0,116,35,,53,53,0
128,4,4049,cube,2,7,7,1,0,0,123,35,,53,53,0
128,4,4050,cube,2,7,7,2,0,0,112,35,,53,53,0
128,4,4051,cube,2,7,7,3,0,0,121,35,,53,53,0
128,4,4052,cube,2,7,7,4,0,0,112,35,,53,53,0
128,4,4053,cube,2,7,7,5,0,0,117,35,,53,53,0
128,4,4054,cube,2,7,7,6,0,0,102,35,,53,53,0
128,4,4055,cube,2,7,7,7,0,0,123,35,,53,53,0
128,4,4056,cube,3,7,7,0,0,0,104,35,,53,53,0
128,4,4057,cube,3,7,7,1,0,0,117,35,,53,53,0
128,4,4058,cube,3,7,7,2,0,0,116,35,,53,53,0
128,4,4059,cube,3,7,7,3,0,0,121,35,,53,53,0
128,4,4060,cube,3,7,7,4,0,0,118,35,,53,53,0
128,4,4061,cube,3,7,7,5,0,0,110,35,,53,53,0
128,4,4062,cube,3,7,7,6,0,0,124,35,,53,53,0
128,4,4063,cube,3,7,7,7,0,0,122,35,,53,53,0
128,5,32,cube,4,0,0,0,0,0,126,34,,52,52,0
128,5,33,cube,4,0,0,1,0,0,120,34,,52,52,0
128,5,34,cube,4,0,0,2,0,0,115,34,,52,52,0
128,5,35,cube,4,0,0,3,0,0,121,34,,52,52,0
128,5,36,cube,4,0,0,4,0,0,108,34,,52,52,0
128,5,37,cube,4,0,0,5,0,0,134,34,,52,52,0
128,5,38,cube,4,0,0,6,0,0,123,34,,52,52,0
128,5,39,cube,4,0,0,7,0,0,122,34,,52,52,0
128,5,208,cube,2,3,0,0,0,0,26,57,,75,75,0
128,5,209,cube,2,3,0,1,0,0,37,57,,75,75,0
128,5,210,cube,2,3,0,2,0,0,26,57,,75,75,0
128,5,211,cube,2,3,0,3,0,0,30,57,,75,75,0
128,5,212,cube,2,3,0,4,0,0,27,57,,75,75,0
128,5,213,cube,2,3,0,5,0,0,19,57,,75,75,0
128,5,214,cube,2,3,0,6,0,0,29,57,,75,75,0
128,5,215,cube,2,3,0,7,0,0,33,57,,75,75,0
128,5,224,cube,4,3,0,0,0,0,0,,,,,1
128,5,225,cube,4,3,0,1,0,0,0,,,,,1
128,5,226,cube,4,3,0,2,0,0,0,,,,,1
128,5,227,cube,4,3,0,3,0,0,0,,,,,1
128,5,228,cube,4,3,0,4,0,0,0,,,,,1
128,5,229,cube,4,3,0,5,0,0,0,,,,,1
128,5,230,cube,4,3,0,6,0,0,0,,,,,1
128,5,231,cube,4,3,0,7,0,0,0,,,,,1
128,5,352,cube,4,5,0,0,0,0,118,32,,51,51,1
128,5,353,cube,4,5,0,1,0,0,135,32,,51,51,1
128,5,354,cube,4,5,0,2,0,0,124,32,,51,51,1
128,5,355,cube,4,5,0,3,0,0,132,32,,51,51,1
128,5,356,cube,4,5,0,4,0,0,123,32,,51,51,1
128,5,357,cube,4,5,0,5,0,0,124,32,,51,51,1
128,5,358,cube,4,5,0,6,0,0,122,32,,51,51,1
128,5,359,cube,4,5,0,7,0,0,137,32,,51,51,1
128,5,368,cube,6,5,0,0,0,45,176,20,,38,38,0
128,5,369,cube,6,5,0,1,0,52,177,20,,38,38,0
128,5,370,cube,6,5,0,2,0,48,173,20,,38,38,0
128,5,371,cube,6,5,0,3,0,46,174,20,,38,38,0
128,5,372,cube,6,5,0,4,0,51,173,20,,38,38,0
128,5,373,cube,6,5,0,5,0,48,177,20,,38,38,0
128,5,374,cube,6,5,0,6,0,49,169,20,,38,38,0
128,5,375,cube,6,5,0,7,0,39,162,20,,38,38,0
128,5,402,cube,2,6,0,2,0,24,163,26,,45,45,1
128,5,456,cube,1,7,0,0,0,26,161,26,,44,44,0
128,5,457,cube,1,7,0,1,0,28,157,26,,44,44,0
128,5,458,cube,1,7,0,2,0,19,145,26,,44,44,0
128,5,459,cube,1,7,0,3,0,23,145,26,,44,44,0
128,5,460,cube,1,7,0,4,0,24,146,26,,44,44,0
128,5,461,cube,1,7,0,5,0,24,152,26,,44,44,0
128,5,462,cube,1,7,0,6,0,23,158,26,,44,44,0
128,5,463,cube,1,7,0,7,0,28,149,26,,44,44,0
128,5,464,cube,2,7,0,0,0,0,128,32,,50,50,0
128,5,465,cube,2,7,0,1,0,0,129,32,,50,50,0
128,5,466,cube,2,7,0,2,0,0,127,32,,50,50,0
128,5,467,cube,2,7,0,3,0,0,120,32,,50,50,0
128,5,468,cube,2,7,0,4,0,0,123,32,,50,50,0
128,5,469,cube,2,7,0,5,0,0,133,32,,50,50,0
128,5,470,cube,2,7,0,6,0,0,140,32,,50,50,0
128,5,471,cube,2,7,0,7,0,0,132,32,,50,50,0
128,5,720,cube,2,3,1,0,0,8,147,30,,48,48,0
128,5,721,cube,2,3,1,1,0,8,134,30,,48,48,0
128,5,722,cube,2,3,1,2,0,8,124,30,,48,48,0
128,5,723,cube,2,3,1,3,0,7,132,30,,48,48,0
128,5,724,cube,2,3,1,4,0,6,130,30,,48,48,0
128,5,725,cube,2,3,1,5,0,6,124,30,,48,48,0
128,5,726,cube,2,3,1,6,0,10,129,30,,48,48,0
128,5,727,cube,2,3,1,7,0,8,132,30,,48,48,0
128,5,736,cube,4,3,1,0,0,0,95,41,,59,59,0
128,5,737,cube,4,3,1,1,0,0,97,41,,59,59,0
128,5,738,cube,4,3,1,2,0,0,90,41,,59,59,0
128,5,739,cube,4,3,1,3,0,0,100,41,,59,59,0
128,5,740,cube,4,3,1,4,0,0,102,41,,59,59,0
128,5,741,cube,4,3,1,5,0,0,86,41,,59,59,0
128,5,742,cube,4,3,1,6,0,0,101,41,,59,59,0
128,5,743,cube,4,3,1,7,0,0,93,41,,59,59,0
128,5,752,cube,6,3,1,0,0,12,134,29,,47,47,0
128,5,753,cube,6,3,1,1,0,10,125,29,,47,47,0
128,5,754,cube,6,3,1,2,0,11,135,29,,47,47,0
128,5,755,cube,6,3,1,3,0,18,139,29,,47,47,0
128,5,756,cube,6,3,1,4,0,11,145,29,,47,47,0
128,5,757,cube,6,3,1,5,0,12,144,29,,47,47,0
128,5,758,cube,6,3,1,6,0,11,136,29,,47,47,0
128,5,759,cube,6,3,1,7,0,17,150,29,,47,47,0
128,5,800,cube,4,4,1,0,0,32,163,24,,42,42,0
128,5,801,cube,4,4,1,1,0,34,168,24,,42,42,0
128,5,802,cube,4,4,1,2,0,30,145,24,,42,42,0
128,5,803,cube,4,4,1,3,0,27,148,24,,42,42,0
128,5,804,cube,4,4,1,4,0,32,158,24,,42,42,0
128,5,805,cube,4,4,1,5,0,32,176,24,,42,42,0
128,5,806,cube,4,4,1,6,0,36,156,24,,42,42,0
128,5,807,cube,4,4,1,7,0,39,165,24,,42,42,0
128,5,816,cube,6,4,1,0,0,15,149,29,,47,47,0
128,5,817,cube,6,4,1,1,0,5,145,29,,47,47,0
128,5,818,cube,6,4,1,2,0,16,140,29,,47,47,0
128,5,819,cube,6,4,1,3,0,17,133,29,,47,47,0
128,5,820,cube,6,4,1,4,0,12,134,29,,47,47,0
128,5,821,cube,6,4,1,5,0,10,142,29,,47,47,0
128,5,822,cube,6,4,1,6,0,8,128,29,,47,47,0
128,5,823,cube,6,4,1,7,0,16,152,29,,47,47,0
128,5,840,cube,1,5,1,0,0,0,112,37,,55,55,0
128,5,841,cube,1,5,1,1,0,0,113,37,,55,55,0
128,5,842,cube,1,5,1,2,0,0,112,37,,55,55,0
128,5,843,cube,1,5,1,3,0,0,105,37,,55,55,0
128,5,844,cube,1,5,1,4,0,0,110,37,,55,55,0
128,5,845,cube,1,5,1,5,0,0,114,37,,55,55,0
128,5,846,cube,1,5,1,6,0,0,97,37,,55,55,0
128,5,847,cube,1,5,1,7,0,0,100,37,,55,55,0
128,5,880,cube,6,5,1,0,0,44,153,20,,38,38,0
128,5,881,cube,6,5,1,1,0,60,191,20,,38,38,0
128,5,882,cube,6,5,1,2,0,53,177,20,,38,38,0
128,5,883,cube,6,5,1,3,0,59,187,20,,38,38,0
128,5,884,cube,6,5,1,4,0,40,173,20,,38,38,0
128,5,885,cube,6,5,1,5,0,52,175,20,,38,38,0
128,5,886,cube,6,5,1,6,0,60,178,20,,38,38,0
128,5,887,cube,6,5,1,7,0,43,157,20,,38,38,0
128,5,1024,cube,0,0,2,0,0,0,107,36,,54,54,0
128,5,1025,cube,0,0,2,1,0,0,105,36,,54,54,0
128,5,1026,cube,0,0,2,2,0,0,114,36,,54,54,0
128,5,1027,cube,0,0,2,3,0,0,116,36,,54,54,0
128,5,1028,cube,0,0,2,4,0,0,122,36,,54,54,0
128,5,1029,cube,0,0,2,5,0,0,104,36,,54,54,0
128,5,1030,cube,0,0,2,6,0,0,116,36,,54,54,0
128,5,1031,cube,0,0,2,7,0,0,101,36,,54,54,0
128,5,1056,cube,4,0,2,0,0,0,127,34,,52,52,0
128,5,1057,cube,4,0,2,1,0,0,113,34,,52,52,0
128,5,1058,cube,4,0,2,2,0,0,134,34,,52,52,0
128,5,1059,cube,4,0,2,3,0,0,126,34,,52,52,0
128,5,1060,cube,4,0,2,4,0,0,119,34,,52,52,0
128,5,1061,cube,4,0,2,5,0,0,123,34,,52,52,0
128,5,1062,cube,4,0,2,6,0,0,121,34,,52,52,0
128,5,1063,cube,4,0,2,7,0,0,127,34,,52,52,0
128,5,1088,cube,0,1,2,0,0,0,112,35,,53,53,0
128,5,1089,cube,0,1,2,1,0,0,106,35,,53,53,0
128,5,1090,cube,0,1,2,2,0,0,127,35,,53,53,0
128,5,1091,cube,0,1,2,3,0,0,132,35,,53,53,0
128,5,1092,cube,0,1,2,4,0,0,123,35,,53,53,0
128,5,1093,cube,0,1,2,5,0,0,118,35,,53,53,0
128,5,1094,cube,0,1,2,6,0,0,122,35,,53,53,0
128,5,1095,cube,0,1,2,7,0,0,114,35,,53,53,0
128,5,1104,cube,2,1,2,0,0,0,0,,,,,1
128,5,1105,cube,2,1,2,1,0,0,0,,,,,1
128,5,1106,cube,2,1,2,2,0,0,0,,,,,1
128,5,1107,cube,2,1,2,3,0,0,0,,,,,1
128,5,1108,cube,2,1,2,4,0,0,0,,,,,1
128,5,1109,cube,2,1,2,5,0,0,0,,,,,1
128,5,1110,cube,2,1,2,6,0,0,0,,,,,1
128,5,1111,cube,2,1,2,7,0,0,0,,,,,1
128,5,1120,cube,4,1,2,0,0,0,55,50,,69,69,1
128,5,1121,cube,4,1,2,1,0,0,52,50,,69,69,1
128,5,1122,cube,4,1,2,2,0,0,57,50,,69,69,1
128,5,1123,cube,4,1,2,3,0,0,60,50,,69,69,1
128,5,1124,cube,4,1,2,4,0,0,60,50,,69,69,1
128,5,1125,cube,4,1,2,5,0,0,59,50,,69,69,1
128,5,1126,cube,4,1,2,6,0,0,51,50,,69,69,1
128,5,1127,cube,4,1,2,7,0,0,51,50,,69,69,1
128,5,1128,cube,5,1,2,0,0,0,0,,,,,1
128,5,1129,cube,5,1,2,1,0,0,0,,,,,1
128,5,1130,cube,5,1,2,2,0,0,0,,,,,1
128,5,1131,cube,5,1,2,3,0,0,0,,,,,1
128,5,1132,cube,5,1,2,4,0,0,0,,,,,1
128,5,1133,cube,5,1,2,5,0,0,0,,,,,1
128,5,1134,cube,5,1,2,6,0,0,0,,,,,1
128,5,1135,cube,5,1,2,7,0,0,0,,,,,1
128,5,1352,cube,1,5,2,0,0,20,159,28,,46,46,0
128,5,1353,cube,1,5,2,1,0,14,157,28,,46,46,0
128,5,1354,cube,1,5,2,2,0,17,149,28,,46,46,0
128,5,1355,cube,1,5,2,3,0,18,142,28,,46,46,0
128,5,1356,cube,1,5,2,4,0,14,139,28,,46,46,0
128,5,1357,cube,1,5,2,5,0,11,134,28,,46,46,0
128,5,1358,cube,1,5,2,6,0,16,139,28,,46,46,0
128,5,1359,cube,1,5,2,7,0,16,138,28,,46,46,0
128,5,1360,cube,2,5,2,0,0,0,35,56,,74,74,0
128,5,1361,cube,2,5,2,1,0,0,35,56,,74,74,0
128,5,1362,cube,2,5,2,2,0,0,35,56,,74,74,0
128,5,1363,cube,2,5,2,3,0,0,31,56,,74,74,0
128,5,1364,cube,2,5,2,4,0,0,28,56,,74,74,0
128,5,1365,cube,2,5,2,5,0,0,37,56,,74,74,0
128,5,1366,cube,2,5,2,6,0,0,31,56,,74,74,0
128,5,1367,cube,2,5,2,7,0,0,36,56,,74,74,0
128,5,1504,cube,4,7,2,0,0,0,85,44,,62,62,0
128,5,1505,cube,4,7,2,1,0,0,88,44,,62,62,0
128,5,1506,cube,4,7,2,2,0,0,81,44,,62,62,0
128,5,1507,cube,4,7,2,3,0,0,82,44,,62,62,0
128,5,1508,cube,4,7,2,4,0,0,80,44,,62,62,0
128,5,1509,cube,4,7,2,5,0,0,85,44,,62,62,0
128,5,1510,cube,4,7,2,6,0,0,77,44,,62,62,0
128,5,1511,cube,4,7,2,7,0,0,73,44,,62,62,0
128,5,1512,cube,5,7,2,0,0,4,141,31,,49,49,0
128,5,1513,cube,5,7,2,1,0,3,141,31,,49,49,0
128,5,1514,cube,5,7,2,2,0,3,129,31,,49,49,0
128,5,1515,cube,5,7,2,3,0,3,141,31,,49,49,0
128,5,1516,cube,5,7,2,4,0,7,133,31,,49,49,0
128,5,1517,cube,5,7,2,5,0,3,135,31,,49,49,0
128,5,1518,cube,5,7,2,6,0,4,142,31,,49,49,0
128,5,1519,cube,5,7,2,7,0,3,136,31,,49,49,0
128,5,1736,cube,1,3,3,0,0,38,165,22,,40,40,0
128,5,1737,cube,1,3,3,1,0,45,177,22,,40,40,0
128,5,1738,cube,1,3,3,2,0,41,163,22,,40,40,0
128,5,1739,cube,1,3,3,3,0,39,166,22,,40,40,0
128,5,1740,cube,1,3,3,4,0,40,165,22,,40,40,0
128,5,1741,cube,1,3,3,5,0,36,168,22,,40,40,0
128,5,1742,cube,1,3,3,6,0,41,177,22,,40,40,0
128,5,1743,cube,1,3,3,7,0,42,164,22,,40,40,0
128,5,1960,cube,5,6,3,0,0,0,60,48,,66,66,0
128,5,1961,cube,5,6,3,1,0,0,58,48,,66,66,0
128,5,1962,cube,5,6,3,2,0,0,64,48,,66,66,0
128,5,1963,cube,5,6,3,3,0,0,63,48,,66,66,0
128,5,1964,cube,5,6,3,4,0,0,66,48,,66,66,0
128,5,1965,cube,5,6,3,5,0,0,69,48,,66,66,0
128,5,1966,cube,5,6,3,6,0,0,66,48,,66,66,0
128,5,1967,cube,5,6,3,7,0,0,76,48,,66,66,0
128,5,2024,cube,5,7,3,0,0,2,131,31,,49,49,0
128,5,2025,cube,5,7,3,1,0,3,121,31,,49,49,0
128,5,2026,cube,5,7,3,2,0,1,123,31,,49,49,0
128,5,2027,cube,5,7,3,3,0,5,133,31,,49,49,0
128,5,2028,cube,5,7,3,4,0,3,134,31,,49,49,0
128,5,2029,cube,5,7,3,5,0,4,123,31,,49,49,0
128,5,2030,cube,5,7,3,6,0,6,136,31,,49,49,0
128,5,2031,cube,5,7,3,7,0,6,128,31,,49,49,0
128,5,2256,cube,2,3,4,0,0,62,195,18,,37,37,1
128,5,2257,cube,2,3,4,1,0,61,181,18,,37,37,1
128,5,2258,cube,2,3,4,2,0,57,170,18,,37,37,1
128,5,2259,cube,2,3,4,3,0,57,185,18,,37,37,1
128,5,2260,cube,2,3,4,4,0,47,168,18,,37,37,1
128,5,2261,cube,2,3,4,5,0,51,189,18,,37,37,1
128,5,2262,cube,2,3,4,6,0,54,186,18,,37,37,1
128,5,2263,cube,2,3,4,7,0,50,178,18,,37,37,1
128,5,2285,cube,5,3,4,5,0,15,138,28,,46,46,0
128,5,2360,cube,7,4,4,0,0,66,175,16,,34,34,0
128,5,2361,cube,7,4,4,1,0,61,178,16,,34,34,0
128,5,2362,cube,7,4,4,2,0,63,192,16,,34,34,0
128,5,2363,cube,7,4,4,3,0,68,206,16,,34,34,0
128,5,2364,cube,7,4,4,4,0,66,195,16,,34,34,0
128,5,2365,cube,7,4,4,5,0,73,206,16,,34,34,0
128,5,2366,cube,7,4,4,6,0,63,190,16,,34,34,0
128,5,2367,cube,7,4,4,7,0,66,203,16,,34,34,0
128,5,2384,cube,2,5,4,0,0,47,175,19,,37,37,0
128,5,2385,cube,2,5,4,1,0,58,185,19,,37,37,0
128,5,2386,cube,2,5,4,2,0,58,188,19,,37,37,0
128,5,2387,cube,2,5,4,3,0,54,189,19,,37,37,0
128,5,2388,cube,2,5,4,4,0,48,183,19,,37,37,0
128,5,2389,cube,2,5,4,5,0,46,172,19,,37,37,0
128,5,2390,cube,2,5,4,6,0,58,193,19,,37,37,0
128,5,2391,cube,2,5,4,7,0,48,169,19,,37,37,0
128,5,2448,cube,2,6,4,0,0,4,127,31,,49,49,0
128,5,2449,cube,2,6,4,1,0,3,134,31,,49,49,0
128,5,2450,cube,2,6,4,2,0,3,116,31,,49,49,0
128,5,2451,cube,2,6,4,3,0,6,137,31,,49,49,0
128,5,2452,cube,2,6,4,4,0,2,134,31,,49,49,0
128,5,2453,cube,2,6,4,5,0,4,137,31,,49,49,0
128,5,2454,cube,2,6,4,6,0,5,135,31,,49,49,0
128,5,2455,cube,2,6,4,7,0,4,134,31,,49,49,0
128,5,2552,cube,7,7,4,0,0,5,134,31,,49,49,0
128,5,2553,cube,7,7,4,1,0,4,138,31,,49,49,0
128,5,2554,cube,7,7,4,2,0,2,142,31,,49,49,0
128,5,2555,cube,7,7,4,3,0,5,128,31,,49,49,0
128,5,2556,cube,7,7,4,4,0,4,122,31,,49,49,0
128,5,2557,cube,7,7,4,5,0,3,126,31,,49,49,0
128,5,2558,cube,7,7,4,6,0,3,121,31,,49,49,0
128,5,2559,cube,7,7,4,7,0,4,132,31,,49,49,0
128,5,2800,cube,6,3,5,0,0,17,153,28,,46,46,0
128,5,2801,cube,6,3,5,1,0,19,144,28,,46,46,0
128,5,2802,cube,6,3,5,2,0,14,150,28,,46,46,0
128,5,2803,cube,6,3,5,3,0,16,144,28,,46,46,0
128,5,2804,cube,6,3,5,4,0,15,143,28,,46,46,0
128,5,2805,cube,6,3,5,5,0,19,148,28,,46,46,0
128,5,2806,cube,6,3,5,6,0,14,151,28,,46,46,0
128,5,2807,cube,6,3,5,7,0,15,157,28,,46,46,0
128,5,2808,cube,7,3,5,0,0,60,183,16,,34,34,0
128,5,2809,cube,7,3,5,1,0,67,192,16,,34,34,0
128,5,2810,cube,7,3,5,2,0,60,183,16,,34,34,0
128,5,2811,cube,7,3,5,3,0,58,193,16,,34,34,0
128,5,2812,cube,7,3,5,4,0,71,190,16,,34,34,0
128,5,2813,cube,7,3,5,5,0,56,184,16,,34,34,0
128,5,2814,cube,7,3,5,6,0,68,201,16,,34,34,0
128,5,2815,cube,7,3,5,7,0,64,191,16,,34,34,0
128,5,2832,cube,2,4,5,0,0,0,129,32,,50,50,0
128,5,2833,cube,2,4,5,1,0,0,135,32,,50,50,0
128,5,2834,cube,2,4,5,2,0,0,125,32,,50,50,0
128,5,2835,cube,2,4,5,3,0,0,126,32,,50,50,0
128,5,2836,cube,2,4,5,4,0,0,120,32,,50,50,0
128,5,2837,cube,2,4,5,5,0,0,133,32,,50,50,0
128,5,2838,cube,2,4,5,6,0,0,142,32,,50,50,0
128,5,2839,cube,2,4,5,7,0,0,120,32,,50,50,0
128,5,2848,cube,4,4,5,0,0,38,169,24,,42,42,0
128,5,2849,cube,4,4,5,1,0,26,150,24,,42,42,0
128,5,2850,cube,4,4,5,2,0,33,151,24,,42,42,0
128,5,2851,cube,4,4,5,3,0,37,149,24,,42,42,0
128,5,2852,cube,4,4,5,4,0,29,163,24,,42,42,0
128,5,2853,cube,4,4,5,5,0,28,147,24,,42,42,0
128,5,2854,cube,4,4,5,6,0,29,139,24,,42,42,0
128,5,2855,cube,4,4,5,7,0,34,170,24,,42,42,0
128,5,2872,cube,7,4,5,0,0,67,199,16,,34,34,0
128,5,2873,cube,7,4,5,1,0,67,188,16,,34,34,0
128,5,2874,cube,7,4,5,2,0,63,182,16,,34,34,0
128,5,2875,cube,7,4,5,3,0,66,186,16,,34,34,0
128,5,2876,cube,7,4,5,4,0,63,201,16,,34,34,0
128,5,2877,cube,7,4,5,5,0,61,197,16,,34,34,0
128,5,2878,cube,7,4,5,6,0,69,201,16,,34,34,0
128,5,2879,cube,7,4,5,7,0,70,197,16,,34,34,0
128,5,3000,cube,7,6,5,0,0,0,43,50,,68,68,0
128,5,3001,cube,7,6,5,1,0,0,58,50,,68,68,0
128,5,3002,cube,7,6,5,2,0,0,64,50,,68,68,0
128,5,3003,cube,7,6,5,3,0,0,52,50,,68,68,0
128,5,3004,cube,7,6,5,4,0,0,59,50,,68,68,0
128,5,3005,cube,7,6,5,5,0,0,47,50,,68,68,0
128,5,3006,cube,7,6,5,6,0,0,59,50,,68,68,0
128,5,3007,cube,7,6,5,7,0,0,61,50,,68,68,0
128,5,3024,cube,2,7,5,0,0,4,139,31,,49,49,0
128,5,3025,cube,2,7,5,1,0,2,136,31,,49,49,0
128,5,3026,cube,2,7,5,2,0,2,141,31,,49,49,0
128,5,3027,cube,2,7,5,3,0,3,126,31,,49,49,0
128,5,3028,cube,2,7,5,4,0,5,126,31,,49,49,0
128,5,3029,cube,2,7,5,5,0,4,130,31,,49,49,0
128,5,3030,cube,2,7,5,6,0,2,127,31,,49,49,0
128,5,3031,cube,2,7,5,7,0,2,117,31,,49,49,0
128,5,3048,cube,5,7,5,0,0,4,124,31,,49,49,0
128,5,3049,cube,5,7,5,1,0,5,132,31,,49,49,0
128,5,3050,cube,5,7,5,2,0,6,118,31,,49,49,0
128,5,3051,cube,5,7,5,3,0,2,130,31,,49,49,0
128,5,3052,cube,5,7,5,4,0,5,139,31,,49,49,0
128,5,3053,cube,5,7,5,5,0,4,135,31,,49,49,0
128,5,3054,cube,5,7,5,6,0,5,142,31,,49,49,0
128,5,3055,cube,5,7,5,7,0,4,137,31,,49,49,0
128,5,3056,cube,6,7,5,0,0,19,147,28,,46,46,0
128,5,3057,cube,6,7,5,1,0,17,131,28,,46,46,0
128,5,3058,cube,6,7,5,2,0,15,149,28,,46,46,0
128,5,3059,cube,6,7,5,3,0,18,143,28,,46,46,0
128,5,3060,cube,6,7,5,4,0,16,147,28,,46,46,0
128,5,3061,cube,6,7,5,5,0,19,138,28,,46,46,0
128,5,3062,cube,6,7,5,6,0,17,145,28,,46,46,0
128,5,3063,cube,6,7,5,7,0,15,143,28,,46,46,0
128,5,3064,cube,7,7,5,0,0,4,135,31,,49,49,0
128,5,3065,cube,7,7,5,1,0,3,138,31,,49,49,0
128,5,3066,cube,7,7,5,2,0,2,129,31,,49,49,0
128,5,3067,cube,7,7,5,3,0,4,128,31,,49,49,0
128,5,3068,cube,7,7,5,4,0,3,117,31,,49,49,0
128,5,3069,cube,7,7,5,5,0,3,138,31,,49,49,0
128,5,3070,cube,7,7,5,6,0,5,134,31,,49,49,0
128,5,3071,cube,7,7,5,7,0,2,137,31,,49,49,0
128,5,3152,cube,2,1,6,0,0,7,144,30,,49,49,1
128,5,3153,cube,2,1,6,1,0,5,134,30,,49,49,1
128,5,3154,cube,2,1,6,2,0,6,128,30,,49,49,1
128,5,3155,cube,2,1,6,3,0,8,135,30,,49,49,1
128,5,3156,cube,2,1,6,4,0,7,144,30,,49,49,1
128,5,3157,cube,2,1,6,5,0,11,144,30,,49,49,1
128,5,3158,cube,2,1,6,6,0,3,117,30,,49,49,1
128,5,3159,cube,2,1,6,7,0,4,136,30,,49,49,1
128,5,3296,cube,4,3,6,0,0,61,193,16,,34,34,0
128,5,3297,cube,4,3,6,1,0,65,191,16,,34,34,0
128,5,3298,cube,4,3,6,2,0,57,182,16,,34,34,0
128,5,3299,cube,4,3,6,3,0,60,177,16,,34,34,0
128,5,3300,cube,4,3,6,4,0,59,180,16,,34,34,0
128,5,3301,cube,4,3,6,5,0,61,188,16,,34,34,0
128,5,3302,cube,4,3,6,6,0,62,197,16,,34,34,0
128,5,3303,cube,4,3,6,7,0,67,207,16,,34,34,0
128,5,3312,cube,6,3,6,0,0,0,63,48,,67,67,1
128,5,3313,cube,6,3,6,1,0,0,58,48,,67,67,1
128,5,3314,cube,6,3,6,2,0,0,71,48,,67,67,1
128,5,3315,cube,6,3,6,3,0,0,68,48,,67,67,1
128,5,3316,cube,6,3,6,4,0,0,70,48,,67,67,1
128,5,3317,cube,6,3,6,5,0,0,60,48,,67,67,1
128,5,3318,cube,6,3,6,6,0,0,64,48,,67,67,1
128,5,3319,cube,6,3,6,7,0,0,62,48,,67,67,1
128,5,3320,cube,7,3,6,0,0,0,92,39,,57,57,0
128,5,3321,cube,7,3,6,1,0,0,107,39,,57,57,0
128,5,3322,cube,7,3,6,2,0,0,95,39,,57,57,0
128,5,3323,cube,7,3,6,3,0,0,96,39,,57,57,0
128,5,3324,cube,7,3,6,4,0,0,109,39,,57,57,0
128,5,3325,cube,7,3,6,5,0,0,103,39,,57,57,0
128,5,3326,cube,7,3,6,6,0,0,101,39,,57,57,0
128,5,3327,cube,7,3,6,7,0,0,94,39,,57,57,0
128,5,3440,cube,6,5,6,0,0,47,177,20,,38,38,0
128,5,3441,cube,6,5,6,1,0,38,176,20,,38,38,0
128,5,3442,cube,6,5,6,2,0,47,164,20,,38,38,0
128,5,3443,cube,6,5,6,3,0,56,188,20,,38,38,0
128,5,3444,cube,6,5,6,4,0,53,176,20,,38,38,0
128,5,3445,cube,6,5,6,5,0,43,153,20,,38,38,0
128,5,3446,cube,6,5,6,6,0,41,180,20,,38,38,0
128,5,3447,cube,6,5,6,7,0,51,178,20,,38,38,0
128,5,3472,cube,2,6,6,0,0,0,108,37,,55,55,0
128,5,3473,cube,2,6,6,1,0,0,117,37,,55,55,0
128,5,3474,cube,2,6,6,2,0,0,106,37,,55,55,0
128,5,3475,cube,2,6,6,3,0,0,114,37,,55,55,0
128,5,3476,cube,2,6,6,4,0,0,124,37,,55,55,0
128,5,3477,cube,2,6,6,5,0,0,96,37,,55,55,0
128,5,3478,cube,2,6,6,6,0,0,102,37,,55,55,0
128,5,3479,cube,2,6,6,7,0,0,101,37,,55,55,0
